Handle,Title,"Body (HTML)",Vendor,"Product Category",Type,Tags,Published,"Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value","Variant SKU","Variant Grams","Variant Inventory Qty","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Variant Barcode","Image Src","Variant Image"
helena-hooded-fleece-m-blue,"Helena Hooded Fleece-M-Blue",,,"Clothing,Hoodies & Sweatshirts,New Luma Yoga Collection",,,TRUE,Size,S,Color,Yellow,,,WH10-S-Yellow,0,100,55.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wh10-blue_main.jpg,
helena-hooded-fleece-m-blue,"Helena Hooded Fleece-M-Blue",,,"Clothing,Hoodies & Sweatshirts,New Luma Yoga Collection",,,TRUE,Size,XL,Color,Blue,,,WH10-XL-Blue,0,100,55.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wh10-blue_main.jpg,
helena-hooded-fleece-m-blue,"Helena Hooded Fleece-M-Blue",,,"Clothing,Hoodies & Sweatshirts,New Luma Yoga Collection",,,TRUE,Size,XL,Color,Gray,,,WH10-XL-Gray,0,100,55.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wh10-blue_main.jpg,
helena-hooded-fleece-m-blue,"Helena Hooded Fleece-M-Blue",,,"Clothing,Hoodies & Sweatshirts,New Luma Yoga Collection",,,TRUE,Size,XL,Color,Yellow,,,WH10-XL-Yellow,0,100,55.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wh10-blue_main.jpg,
helena-hooded-fleece-m-blue,"Helena Hooded Fleece-M-Blue",,,"Clothing,Hoodies & Sweatshirts,New Luma Yoga Collection",,,TRUE,Size,XS,Color,Blue,,,WH10-XS-Blue,0,100,55.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wh10-blue_main.jpg,
helena-hooded-fleece-m-blue,"Helena Hooded Fleece-M-Blue",,,"Clothing,Hoodies & Sweatshirts,New Luma Yoga Collection",,,TRUE,Size,XS,Color,Gray,,,WH10-XS-Gray,0,100,55.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wh10-blue_main.jpg,
helena-hooded-fleece-m-blue,"Helena Hooded Fleece-M-Blue",,,"Clothing,Hoodies & Sweatshirts,New Luma Yoga Collection",,,TRUE,Size,XS,Color,Yellow,,,WH10-XS-Yellow,0,100,55.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wh10-blue_main.jpg,
eos-v-neck-hoodie,"Eos V-Neck Hoodie",,,"Clothing,Erin Recommends,Hoodies & Sweatshirts",,,TRUE,Size,L,Color,Blue,,,WH11-L-Blue,0,100,54.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wh11-blue_main.jpg,
eos-v-neck-hoodie,"Eos V-Neck Hoodie",,,"Clothing,Erin Recommends,Hoodies & Sweatshirts",,,TRUE,Size,L,Color,Green,,,WH11-L-Green,0,100,54.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wh11-blue_main.jpg,
eos-v-neck-hoodie,"Eos V-Neck Hoodie",,,"Clothing,Erin Recommends,Hoodies & Sweatshirts",,,TRUE,Size,L,Color,Orange,,,WH11-L-Orange,0,100,54.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wh11-blue_main.jpg,
eos-v-neck-hoodie,"Eos V-Neck Hoodie",,,"Clothing,Erin Recommends,Hoodies & Sweatshirts",,,TRUE,Size,M,Color,Blue,,,WH11-M-Blue,0,100,54.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wh11-blue_main.jpg,
eos-v-neck-hoodie,"Eos V-Neck Hoodie",,,"Clothing,Erin Recommends,Hoodies & Sweatshirts",,,TRUE,Size,M,Color,Green,,,WH11-M-Green,0,100,54.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wh11-blue_main.jpg,
eos-v-neck-hoodie,"Eos V-Neck Hoodie",,,"Clothing,Erin Recommends,Hoodies & Sweatshirts",,,TRUE,Size,M,Color,Orange,,,WH11-M-Orange,0,100,54.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wh11-blue_main.jpg,
eos-v-neck-hoodie,"Eos V-Neck Hoodie",,,"Clothing,Erin Recommends,Hoodies & Sweatshirts",,,TRUE,Size,S,Color,Blue,,,WH11-S-Blue,0,100,54.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wh11-blue_main.jpg,
eos-v-neck-hoodie,"Eos V-Neck Hoodie",,,"Clothing,Erin Recommends,Hoodies & Sweatshirts",,,TRUE,Size,S,Color,Green,,,WH11-S-Green,0,100,54.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wh11-blue_main.jpg,
eos-v-neck-hoodie,"Eos V-Neck Hoodie",,,"Clothing,Erin Recommends,Hoodies & Sweatshirts",,,TRUE,Size,S,Color,Orange,,,WH11-S-Orange,0,100,54.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wh11-blue_main.jpg,
eos-v-neck-hoodie,"Eos V-Neck Hoodie",,,"Clothing,Erin Recommends,Hoodies & Sweatshirts",,,TRUE,Size,XL,Color,Blue,,,WH11-XL-Blue,0,100,54.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wh11-blue_main.jpg,
eos-v-neck-hoodie,"Eos V-Neck Hoodie",,,"Clothing,Erin Recommends,Hoodies & Sweatshirts",,,TRUE,Size,XL,Color,Green,,,WH11-XL-Green,0,100,54.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wh11-blue_main.jpg,
eos-v-neck-hoodie,"Eos V-Neck Hoodie",,,"Clothing,Erin Recommends,Hoodies & Sweatshirts",,,TRUE,Size,XL,Color,Orange,,,WH11-XL-Orange,0,100,54.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wh11-blue_main.jpg,
eos-v-neck-hoodie,"Eos V-Neck Hoodie",,,"Clothing,Erin Recommends,Hoodies & Sweatshirts",,,TRUE,Size,XS,Color,Blue,,,WH11-XS-Blue,0,100,54.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wh11-blue_main.jpg,
eos-v-neck-hoodie,"Eos V-Neck Hoodie",,,"Clothing,Erin Recommends,Hoodies & Sweatshirts",,,TRUE,Size,XS,Color,Green,,,WH11-XS-Green,0,100,54.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wh11-blue_main.jpg,
eos-v-neck-hoodie,"Eos V-Neck Hoodie",,,"Clothing,Erin Recommends,Hoodies & Sweatshirts",,,TRUE,Size,XS,Color,Orange,,,WH11-XS-Orange,0,100,54.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wh11-blue_main.jpg,
circe-hooded-ice-fleece,"Circe Hooded Ice Fleece",,,"Clothing,Hoodies & Sweatshirts,Performance Fabrics",,,TRUE,Size,L,Color,Gray,,,WH12-L-Gray,0,100,68.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wh12-gray_main.jpg,
circe-hooded-ice-fleece,"Circe Hooded Ice Fleece",,,"Clothing,Hoodies & Sweatshirts,Performance Fabrics",,,TRUE,Size,L,Color,Green,,,WH12-L-Green,0,100,68.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wh12-gray_main.jpg,
circe-hooded-ice-fleece,"Circe Hooded Ice Fleece",,,"Clothing,Hoodies & Sweatshirts,Performance Fabrics",,,TRUE,Size,L,Color,Purple,,,WH12-L-Purple,0,100,68.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wh12-gray_main.jpg,
circe-hooded-ice-fleece,"Circe Hooded Ice Fleece",,,"Clothing,Hoodies & Sweatshirts,Performance Fabrics",,,TRUE,Size,M,Color,Gray,,,WH12-M-Gray,0,100,68.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wh12-gray_main.jpg,
circe-hooded-ice-fleece,"Circe Hooded Ice Fleece",,,"Clothing,Hoodies & Sweatshirts,Performance Fabrics",,,TRUE,Size,M,Color,Green,,,WH12-M-Green,0,100,68.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wh12-gray_main.jpg,
circe-hooded-ice-fleece,"Circe Hooded Ice Fleece",,,"Clothing,Hoodies & Sweatshirts,Performance Fabrics",,,TRUE,Size,M,Color,Purple,,,WH12-M-Purple,0,100,68.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wh12-gray_main.jpg,
circe-hooded-ice-fleece,"Circe Hooded Ice Fleece",,,"Clothing,Hoodies & Sweatshirts,Performance Fabrics",,,TRUE,Size,S,Color,Gray,,,WH12-S-Gray,0,100,68.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wh12-gray_main.jpg,
circe-hooded-ice-fleece,"Circe Hooded Ice Fleece",,,"Clothing,Hoodies & Sweatshirts,Performance Fabrics",,,TRUE,Size,S,Color,Green,,,WH12-S-Green,0,100,68.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wh12-gray_main.jpg,
circe-hooded-ice-fleece,"Circe Hooded Ice Fleece",,,"Clothing,Hoodies & Sweatshirts,Performance Fabrics",,,TRUE,Size,S,Color,Purple,,,WH12-S-Purple,0,100,68.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wh12-gray_main.jpg,
circe-hooded-ice-fleece,"Circe Hooded Ice Fleece",,,"Clothing,Hoodies & Sweatshirts,Performance Fabrics",,,TRUE,Size,XL,Color,Gray,,,WH12-XL-Gray,0,100,68.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wh12-gray_main.jpg,
circe-hooded-ice-fleece,"Circe Hooded Ice Fleece",,,"Clothing,Hoodies & Sweatshirts,Performance Fabrics",,,TRUE,Size,XL,Color,Green,,,WH12-XL-Green,0,100,68.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wh12-gray_main.jpg,
circe-hooded-ice-fleece,"Circe Hooded Ice Fleece",,,"Clothing,Hoodies & Sweatshirts,Performance Fabrics",,,TRUE,Size,XL,Color,Purple,,,WH12-XL-Purple,0,100,68.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wh12-gray_main.jpg,
circe-hooded-ice-fleece,"Circe Hooded Ice Fleece",,,"Clothing,Hoodies & Sweatshirts,Performance Fabrics",,,TRUE,Size,XS,Color,Gray,,,WH12-XS-Gray,0,100,68.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wh12-gray_main.jpg,
circe-hooded-ice-fleece,"Circe Hooded Ice Fleece",,,"Clothing,Hoodies & Sweatshirts,Performance Fabrics",,,TRUE,Size,XS,Color,Green,,,WH12-XS-Green,0,100,68.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wh12-gray_main.jpg,
circe-hooded-ice-fleece,"Circe Hooded Ice Fleece",,,"Clothing,Hoodies & Sweatshirts,Performance Fabrics",,,TRUE,Size,XS,Color,Purple,,,WH12-XS-Purple,0,100,68.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wh12-gray_main.jpg,
stellar-solar-jacket,"Stellar Solar Jacket",,,"Clothing,Erin Recommends,Jackets,New Luma Yoga Collection",,,TRUE,Size,L,Color,Blue,,,WJ01-L-Blue,0,100,75.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj01-blue_main.jpg,
stellar-solar-jacket,"Stellar Solar Jacket",,,"Clothing,Erin Recommends,Jackets,New Luma Yoga Collection",,,TRUE,Size,L,Color,Red,,,WJ01-L-Red,0,100,75.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj01-blue_main.jpg,
stellar-solar-jacket,"Stellar Solar Jacket",,,"Clothing,Erin Recommends,Jackets,New Luma Yoga Collection",,,TRUE,Size,L,Color,Yellow,,,WJ01-L-Yellow,0,100,75.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj01-blue_main.jpg,
stellar-solar-jacket,"Stellar Solar Jacket",,,"Clothing,Erin Recommends,Jackets,New Luma Yoga Collection",,,TRUE,Size,M,Color,Blue,,,WJ01-M-Blue,0,100,75.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj01-blue_main.jpg,
stellar-solar-jacket,"Stellar Solar Jacket",,,"Clothing,Erin Recommends,Jackets,New Luma Yoga Collection",,,TRUE,Size,M,Color,Red,,,WJ01-M-Red,0,100,75.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj01-blue_main.jpg,
stellar-solar-jacket-m-yellow,"Stellar Solar Jacket-M-Yellow",,,"Clothing,Erin Recommends,Jackets,New Luma Yoga Collection",,,TRUE,Size,M,Color,Yellow,,,WJ01-M-Yellow,0,100,75.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj01-yellow_main.jpg,
stellar-solar-jacket-m-yellow,"Stellar Solar Jacket-M-Yellow",,,"Clothing,Erin Recommends,Jackets,New Luma Yoga Collection",,,TRUE,Size,S,Color,Blue,,,WJ01-S-Blue,0,100,75.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj01-yellow_main.jpg,
stellar-solar-jacket-m-yellow,"Stellar Solar Jacket-M-Yellow",,,"Clothing,Erin Recommends,Jackets,New Luma Yoga Collection",,,TRUE,Size,S,Color,Red,,,WJ01-S-Red,0,100,75.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj01-yellow_main.jpg,
stellar-solar-jacket-m-yellow,"Stellar Solar Jacket-M-Yellow",,,"Clothing,Erin Recommends,Jackets,New Luma Yoga Collection",,,TRUE,Size,S,Color,Yellow,,,WJ01-S-Yellow,0,100,75.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj01-yellow_main.jpg,
josie-yoga-jacket,"Josie Yoga Jacket",,,"Clothing,Jackets,Women Sale",,,TRUE,Size,L,Color,Black,,,WJ02-L-Black,0,100,56.25,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj02-black_main.jpg,
josie-yoga-jacket,"Josie Yoga Jacket",,,"Clothing,Jackets,Women Sale",,,TRUE,Size,L,Color,Blue,,,WJ02-L-Blue,0,100,56.25,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj02-black_main.jpg,
josie-yoga-jacket,"Josie Yoga Jacket",,,"Clothing,Jackets,Women Sale",,,TRUE,Size,L,Color,Gray,,,WJ02-L-Gray,0,100,56.25,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj02-black_main.jpg,
josie-yoga-jacket,"Josie Yoga Jacket",,,"Clothing,Jackets,Women Sale",,,TRUE,Size,M,Color,Black,,,WJ02-M-Black,0,100,56.25,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj02-black_main.jpg,
josie-yoga-jacket,"Josie Yoga Jacket",,,"Clothing,Jackets,Women Sale",,,TRUE,Size,M,Color,Blue,,,WJ02-M-Blue,0,100,56.25,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj02-black_main.jpg,
josie-yoga-jacket,"Josie Yoga Jacket",,,"Clothing,Jackets,Women Sale",,,TRUE,Size,M,Color,Gray,,,WJ02-M-Gray,0,100,56.25,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj02-black_main.jpg,
josie-yoga-jacket,"Josie Yoga Jacket",,,"Clothing,Jackets,Women Sale",,,TRUE,Size,S,Color,Black,,,WJ02-S-Black,0,100,56.25,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj02-black_main.jpg,
josie-yoga-jacket,"Josie Yoga Jacket",,,"Clothing,Jackets,Women Sale",,,TRUE,Size,S,Color,Blue,,,WJ02-S-Blue,0,100,56.25,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj02-black_main.jpg,
josie-yoga-jacket,"Josie Yoga Jacket",,,"Clothing,Jackets,Women Sale",,,TRUE,Size,S,Color,Gray,,,WJ02-S-Gray,0,100,56.25,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj02-black_main.jpg,
josie-yoga-jacket,"Josie Yoga Jacket",,,"Clothing,Jackets,Women Sale",,,TRUE,Size,XL,Color,Black,,,WJ02-XL-Black,0,100,56.25,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj02-black_main.jpg,
josie-yoga-jacket,"Josie Yoga Jacket",,,"Clothing,Jackets,Women Sale",,,TRUE,Size,XL,Color,Blue,,,WJ02-XL-Blue,0,100,56.25,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj02-black_main.jpg,
josie-yoga-jacket,"Josie Yoga Jacket",,,"Clothing,Jackets,Women Sale",,,TRUE,Size,XL,Color,Gray,,,WJ02-XL-Gray,0,100,56.25,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj02-black_main.jpg,
josie-yoga-jacket,"Josie Yoga Jacket",,,"Clothing,Jackets,Women Sale",,,TRUE,Size,XS,Color,Black,,,WJ02-XS-Black,0,100,56.25,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj02-black_main.jpg,
josie-yoga-jacket,"Josie Yoga Jacket",,,"Clothing,Jackets,Women Sale",,,TRUE,Size,XS,Color,Blue,,,WJ02-XS-Blue,0,100,56.25,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj02-black_main.jpg,
josie-yoga-jacket,"Josie Yoga Jacket",,,"Clothing,Jackets,Women Sale",,,TRUE,Size,XS,Color,Gray,,,WJ02-XS-Gray,0,100,56.25,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj02-black_main.jpg,
augusta-pullover-jacket,"Augusta Pullover Jacket",,,Jackets,,,TRUE,Size,L,Color,Blue,,,WJ03-L-Blue,0,100,57.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj03-blue_main.jpg,
augusta-pullover-jacket,"Augusta Pullover Jacket",,,Jackets,,,TRUE,Size,L,Color,Orange,,,WJ03-L-Orange,0,100,57.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj03-blue_main.jpg,
augusta-pullover-jacket,"Augusta Pullover Jacket",,,Jackets,,,TRUE,Size,L,Color,Red,,,WJ03-L-Red,0,100,57.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj03-blue_main.jpg,
augusta-pullover-jacket,"Augusta Pullover Jacket",,,Jackets,,,TRUE,Size,M,Color,Blue,,,WJ03-M-Blue,0,100,57.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj03-blue_main.jpg,
augusta-pullover-jacket,"Augusta Pullover Jacket",,,Jackets,,,TRUE,Size,M,Color,Orange,,,WJ03-M-Orange,0,100,57.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj03-blue_main.jpg,
augusta-pullover-jacket,"Augusta Pullover Jacket",,,Jackets,,,TRUE,Size,M,Color,Red,,,WJ03-M-Red,0,100,57.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj03-blue_main.jpg,
augusta-pullover-jacket,"Augusta Pullover Jacket",,,Jackets,,,TRUE,Size,S,Color,Blue,,,WJ03-S-Blue,0,100,57.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj03-blue_main.jpg,
augusta-pullover-jacket,"Augusta Pullover Jacket",,,Jackets,,,TRUE,Size,S,Color,Orange,,,WJ03-S-Orange,0,100,57.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj03-blue_main.jpg,
augusta-pullover-jacket,"Augusta Pullover Jacket",,,Jackets,,,TRUE,Size,S,Color,Red,,,WJ03-S-Red,0,100,57.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj03-blue_main.jpg,
augusta-pullover-jacket,"Augusta Pullover Jacket",,,Jackets,,,TRUE,Size,XL,Color,Blue,,,WJ03-XL-Blue,0,100,57.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj03-blue_main.jpg,
augusta-pullover-jacket,"Augusta Pullover Jacket",,,Jackets,,,TRUE,Size,XL,Color,Orange,,,WJ03-XL-Orange,0,100,57.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj03-blue_main.jpg,
augusta-pullover-jacket,"Augusta Pullover Jacket",,,Jackets,,,TRUE,Size,XL,Color,Red,,,WJ03-XL-Red,0,100,57.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj03-blue_main.jpg,
augusta-pullover-jacket,"Augusta Pullover Jacket",,,Jackets,,,TRUE,Size,XS,Color,Blue,,,WJ03-XS-Blue,0,100,57.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj03-blue_main.jpg,
augusta-pullover-jacket,"Augusta Pullover Jacket",,,Jackets,,,TRUE,Size,XS,Color,Orange,,,WJ03-XS-Orange,0,100,57.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj03-blue_main.jpg,
augusta-pullover-jacket,"Augusta Pullover Jacket",,,Jackets,,,TRUE,Size,XS,Color,Red,,,WJ03-XS-Red,0,100,57.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj03-blue_main.jpg,
ingrid-running-jacket,"Ingrid Running Jacket",,,"Clothing,Jackets,New Luma Yoga Collection,Performance Fabrics",,,TRUE,Size,L,Color,Orange,,,WJ04-L-Orange,0,100,84.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj04-orange_main.jpg,
ingrid-running-jacket,"Ingrid Running Jacket",,,"Clothing,Jackets,New Luma Yoga Collection,Performance Fabrics",,,TRUE,Size,L,Color,Red,,,WJ04-L-Red,0,100,84.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj04-orange_main.jpg,
ingrid-running-jacket,"Ingrid Running Jacket",,,"Clothing,Jackets,New Luma Yoga Collection,Performance Fabrics",,,TRUE,Size,L,Color,White,,,WJ04-L-White,0,100,84.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj04-orange_main.jpg,
ingrid-running-jacket,"Ingrid Running Jacket",,,"Clothing,Jackets,New Luma Yoga Collection,Performance Fabrics",,,TRUE,Size,M,Color,Orange,,,WJ04-M-Orange,0,100,84.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj04-orange_main.jpg,
ingrid-running-jacket,"Ingrid Running Jacket",,,"Clothing,Jackets,New Luma Yoga Collection,Performance Fabrics",,,TRUE,Size,M,Color,Red,,,WJ04-M-Red,0,100,84.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj04-orange_main.jpg,
ingrid-running-jacket,"Ingrid Running Jacket",,,"Clothing,Jackets,New Luma Yoga Collection,Performance Fabrics",,,TRUE,Size,M,Color,White,,,WJ04-M-White,0,100,84.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj04-orange_main.jpg,
ingrid-running-jacket,"Ingrid Running Jacket",,,"Clothing,Jackets,New Luma Yoga Collection,Performance Fabrics",,,TRUE,Size,S,Color,Orange,,,WJ04-S-Orange,0,100,84.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj04-orange_main.jpg,
ingrid-running-jacket,"Ingrid Running Jacket",,,"Clothing,Jackets,New Luma Yoga Collection,Performance Fabrics",,,TRUE,Size,S,Color,Red,,,WJ04-S-Red,0,100,84.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj04-orange_main.jpg,
ingrid-running-jacket,"Ingrid Running Jacket",,,"Clothing,Jackets,New Luma Yoga Collection,Performance Fabrics",,,TRUE,Size,S,Color,White,,,WJ04-S-White,0,100,84.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj04-orange_main.jpg,
ingrid-running-jacket,"Ingrid Running Jacket",,,"Clothing,Jackets,New Luma Yoga Collection,Performance Fabrics",,,TRUE,Size,XL,Color,Orange,,,WJ04-XL-Orange,0,100,84.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj04-orange_main.jpg,
ingrid-running-jacket,"Ingrid Running Jacket",,,"Clothing,Jackets,New Luma Yoga Collection,Performance Fabrics",,,TRUE,Size,XL,Color,Red,,,WJ04-XL-Red,0,100,84.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj04-orange_main.jpg,
ingrid-running-jacket,"Ingrid Running Jacket",,,"Clothing,Jackets,New Luma Yoga Collection,Performance Fabrics",,,TRUE,Size,XL,Color,White,,,WJ04-XL-White,0,100,84.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj04-orange_main.jpg,
ingrid-running-jacket,"Ingrid Running Jacket",,,"Clothing,Jackets,New Luma Yoga Collection,Performance Fabrics",,,TRUE,Size,XS,Color,Orange,,,WJ04-XS-Orange,0,100,84.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj04-orange_main.jpg,
ingrid-running-jacket-xs-red,"Ingrid Running Jacket-XS-Red",,,"Clothing,Jackets,New Luma Yoga Collection,Performance Fabrics",,,TRUE,Size,XS,Color,Red,,,WJ04-XS-Red,0,100,84.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj04-red_main.jpg,
ingrid-running-jacket-xs-red,"Ingrid Running Jacket-XS-Red",,,"Clothing,Jackets,New Luma Yoga Collection,Performance Fabrics",,,TRUE,Size,XS,Color,White,,,WJ04-XS-White,0,100,84.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj04-red_main.jpg,
riona-full-zip-jacket,"Riona Full Zip Jacket",,,Jackets,,,TRUE,Size,L,Color,Brown,,,WJ05-L-Brown,0,100,60.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj05-brown_main.jpg,
riona-full-zip-jacket,"Riona Full Zip Jacket",,,Jackets,,,TRUE,Size,L,Color,Green,,,WJ05-L-Green,0,100,60.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj05-brown_main.jpg,
